heart_rate,steps,calories,sleep_hours,label
82.36030900128821,119.05838942815858,5.4378541042328585,8.457611294544348,1.0
72.60796727312805,144.16033636532188,3.3780298561428412,6.195836556252597,1.0
91.2042673524958,30.915234007270485,3.3515496341039364,6.162409439176516,0.0
71.43524551912051,127.41614599655367,4.631715603005575,9.792786546498554,1.0
72.49391442611385,145.99948174692523,3.8884131687982006,4.1455032838028565,0.0
83.25942067825734,124.03182769877287,2.8757124575398265,5.793800951676122,0.0
91.36192817557303,62.742915340479,3.967022227256291,4.926304169067859,0.0
83.22709381623272,95.05203701443781,5.0108756608105125,4.563654251887613,0.0
74.81425972975214,115.72616995685831,4.308109475233845,6.440542674614752,1.0
74.20631262738064,62.353358759794425,2.4338805558256045,5.1417599182647935,0.0
78.97821472187475,151.95510139260614,3.6392331669132734,5.453859176902212,0.0
80.66878794350916,121.1390302882944,5.279799939187892,3.5560497746317252,0.0
66.17726355234973,78.12954945308704,4.4586690462653555,7.139016665999368,0.0
72.8611736038314,83.10986802485274,3.947455943674404,6.46036575776328,1.0
74.04078293797623,100.67405335831674,4.131201362376136,6.804074877351569,1.0
105.56830439745744,131.94315386711392,2.8588730361747414,6.580122519768986,1.0
71.58748521115815,121.97850341990194,2.542273208001423,8.291298977786136,1.0
71.45993477233681,108.43257899704912,3.5645769613151934,5.012458645256264,0.0
61.83208011922288,105.00908928516748,3.370411222577093,7.350864371303446,0.0
65.86859658368647,135.56893156501116,3.1810181107415705,7.473518539611631,1.0
74.82006913990006,122.09086691376052,4.356215355527764,6.912173028663416,1.0
61.69991498404693,113.05777488870004,4.303204877595243,9.0671689462908,0.0
64.8900992995757,108.8205317949971,3.994631037099895,7.045583039391522,0.0
63.85909587521095,80.33862923595305,3.8910177316025654,7.204654595625179,0.0
67.58349442046912,75.03696691212905,4.042747893034886,9.573721637810307,0.0
90.479826322346,137.2804678503441,7.182630591977464,8.550519509164626,1.0
79.93503806156468,96.48355094656908,4.735066222176013,6.917041904211464,1.0
62.716082648933096,97.26995665872948,1.5681352469461185,6.290989097055736,0.0
96.10388976771301,129.49360286932156,3.200071975004396,7.8697345055147085,1.0
67.76801321788386,130.21433880169647,3.8898995815696003,8.157863346718726,1.0
75.13265897898252,127.99350232427919,4.788964796925809,5.281249240875292,0.0
83.7287295913243,123.79988222615388,3.2315758806273136,7.244872384718674,1.0
95.80143346914087,106.69677244408626,4.543001900639005,8.230772204992173,1.0
87.86207977869927,106.36609875711171,4.442486353987656,10.21539124331263,1.0
75.80334568497264,126.2558285554093,3.911902434973204,7.145232571111784,1.0
83.71275745405411,90.03236733159484,4.707855722160302,5.522217616311022,0.0
87.10478060368924,93.43036990140442,2.776947094121163,6.7993836787191295,1.0
71.4636037820386,82.35388629644024,5.383382302288699,7.814028652164254,1.0
79.4847240471734,177.0686784431917,4.588019313218317,9.641147806027302,1.0
52.73871525887533,53.13661197912599,5.294123297862036,9.601811544536162,0.0
62.18569684363098,101.37948500528917,4.791505905702664,5.411969863220228,0.0
88.88179221261339,127.05227916518768,3.592462155195574,7.2133660084796025,1.0
79.35323163124283,128.9519001230321,3.6656325963229497,6.940811157149704,1.0
76.13244332572413,71.4821697926305,1.877193972522449,6.668935873441521,0.0
77.92844714629497,140.94571710027563,3.9735689628619753,6.689512217051418,1.0
